title,plot,Οικογενειακή,Δραμεντί,Περιπέτεια,Κωμωδία,Δράσης,Αισθηματική,Δραματική,Θρίλερ,Δραματικό Θρίλερ,Φαντασίας,Επιστημονικής Φαντασίας,Εποχής
'5 Λεπτά Πριν τον Παράδεισο',"Το 1975, ο 11χρονος καθολικός Τζο Γκρίφιν γίνεται μάρτυρας της δολοφονίας συγγενικού του προσώπου από ένα νέο μέλος της Ομάδας Εθελοντών Ulster, τον Άλιστερ Λιτλ. Το γεγονός της δολοφονίας καταστρέφει τις ζωές του Τζο και της οικογένειάς του, που δεν κατάφεραν ποτέ να συμβιβαστούν με την ιδέα της τραγικής απώλειας του αγαπημένου τους προσώπου. Τι θα μπορούσε όμως να συμβεί αν τελικά, μετά από χρόνια, ο Τζο και ο δολοφόνος του αδερφού του έρχονταν αντιμέτωποι;",0,0,0,0,0,0,0,0,1,0,0,0
'Big Game',"Όταν το Air Force One καταλαμβάνεται από τρομοκράτες αφήνοντας τον πρόεδρο των ΗΠΑ μέσα στην άγρια φύση των φινλανδικών βουνών, υπάρχει μόνο ένας που μπορεί να τον σώσει: ο 13χρονος Οσκάρι. Ο μικρός βρίσκεται στο δάσος για να αποδείξει ότι είναι πλέον μεγάλος για να γίνει ένας καλός κυνηγός, αλλά αντί για ελάφι, βρίσκει τον πλανητάρχη που έχει δραπετεύσει από τους τρομοκράτες. Οι δυο τους τώρα πρέπει να επιβιώσουν τις επόμενες 24 ώρες σε αυτό το άγριο περιβάλλον, με τους διώκτες στο κατόπι τους, κι ενώ το Πεντάγωνο παρακολουθεί τις κινήσεις μέσω δορυφόρου.",0,0,1,0,1,0,0,1,0,0,0,0
'Η Μυστική Λέσχη',"Μια ομάδα ιερέων διαφόρων ηλικιών ζουν με την καλόγρια Μόνικα σε ένα σπίτι στις χιλιανές ακτές. Όταν δεν προσεύχονται, προπονούν τον γρήγορο σκύλο τους για μια νέα κούρσα. Άγνωστο το τι τους οδήγησε σε αυτό το «τέρμα του κόσμου», όπου ένα παγερό αεράκι φυσάει συνεχώς. Όταν καταφτάνει ακόμα ένας ιερέας, εμφανίζεται ένας άντρας κι εξαπολύει ισχυρές κατηγορίες για αυτόν. Η φωνή του ολοένα και δυναμώνει, όταν ακούγεται ένας πυροβολισμός. Ο ιερέας έχει αυτοκτονήσει. Η εκκλησία θα στείλει έναν επιθεωρητή, αλλά δεν είναι σίγουρο αν θέλει να εξιχνιάσει την αλήθεια ή να κρατήσει όρθιο το θρησκευτικό φρόνημα.",0,0,0,0,0,0,0,0,1,0,0,0
'Δια Πυρός και Σιδήρου',"Ένα κύμα παιδικών απαγωγών συγκλονίζει το Μεξικό, προκαλώντας πανικό ανάμεσα στις πιο εύπορες οικογένειες, με αποτέλεσμα να προσλαμβάνουν σωματοφύλακες για τα παιδιά τους. Σε αυτό το σκηνικό τρόμου, ένας πρώην μισθοφόρος με σκοτεινό παρελθόν, ο Τζον Κρίζι, αναλαμβάνει την προστασία ενός εννιάχρονου κοριτσιού, της Λουπίτα Ράμος. Μια στενή σχέση αρχίζει να αναπτύσσεται ανάμεσά τους, θα διακοπεί απότομα όμως, όταν τελικά η μικρή Πίτα πέσει θύμα των απαγωγέων. Ο συντετριμμένος Τζον θα δώσει μια συνταρακτική μάχη με τον χρόνο, αλλά και με τον ίδιο του τον εαυτό για να τη σώσει.",0,0,0,0,1,0,0,1,0,0,0,0
'Οι Φύλακες του Χρυσού Αυγού',"Ο Μαξ, ένα πονηρό κουνέλι της πόλης, παγιδεύεται σε μια απομονωμένη Σχολή Πασχαλινών Κουνελιών που βρίσκεται στο δάσος. Η σχολή απειλείται από μια συμμορία αλεπούδων που σκοπό έχει να κλέψει το πολύτιμο Χρυσό Αυγό και να καταστρέψει το Πάσχα. Όταν ο Μαξ θα γνωρίσει τη γλυκιά Έιμι, θα αποφασίσει να βοηθήσει τους καινούργιους του φίλους, μαθαίνοντας τα μυστικά των κουνελιών του Πάσχα από τη σοφή κυρία Ερμιόνη. Όλοι μαζί, θα προσπαθήσουν να σώσουν το Πάσχα και στην πορεία ο Μαξ θα συνειδητοποιήσει πού πραγματικά ανήκει.",1,0,1,1,0,0,0,0,0,0,0,0
'Ο Πρώτος Άνθρωπος',"Το φιλμ ακολουθεί την πορεία του πρώτου ανθρώπου πάτησε στη Σελήνη, του Νιλ Άρμστρονγκ, από το 1961 έως το 1969, την περίοδο δηλαδή που η ΝΑΣΑ προετοίμαζε πυρετωδώς το θρυλικό διαστημικό της πρόγραμμα, ώστε να στείλει την πρώτη επανδρωμένη αποστολή στο φεγγάρι. Ο αγώνας αυτός οδήγησε σε μια από τις πιο ριψοκίνδυνες και σπουδαίες αποστολές στην ιστορία της ανθρωπότητας.",0,0,0,0,0,0,1,0,0,0,0,1
'Αόρατος Εραστής',"Ένας άνδρας δολοφονείται και, μένοντας μετέωρος ανάμεσα στον κόσμο των ζωντανών και των νεκρών, ανακαλύπτει ότι ο φόνος του δεν ήταν τυχαίος και ότι η κοπέλα που αγαπά κινδυνεύει. Θα έλθει σε επαφή μαζί της μέσω μιας γυναίκας που παριστάνει το μέντιουμ, αγνοώντας ότι όντως διαθέτει το χάρισμα να επικοινωνεί με νεκρούς.",0,1,0,0,0,1,0,0,1,1,0,0
'Boris Sans Beatrice',"Κάπου στο Κεμπέκ του σήμερα, ο Μπορίς έχει επιτύχει όλους τους στόχους του. Πνεύμα ισχυρό, φιλελεύθερος κι υπερήφανος, δεν στερείται κάποια αλαζονεία σε σχέση με τις επιτυχίες του. Για μια στιγμή, η γυναίκα του, Μπεατρίς, υπουργός στην κυβέρνηση του Καναδά, μένει κλινήρης, θύμα μιας μυστηριώδους κατάθλιψης. Για να ξεφύγει από το μαρτύριο του, ο Μπόρις κάνει σχέση με μια συνάδελφό του, τη Χέλγκα, και προσεγγίζει τη νεαρή υπηρεσία του σπιτιού, την Κλάρα.",0,0,0,0,0,0,1,0,0,0,0,0
'Η Εξουσία της Νύχτας',"Ο Τομ Λάντλοου είναι ένας βετεράνος αστυνομικός του Λος Άντζελες που τα βρίσκει σκούρα μετά τον θάνατο της γυναίκας του. Όταν μια μαρτυρία τον ενοχοποιεί για τη δολοφονία ενός συναδέλφου του, θα αναγκαστεί να πάει ενάντια στα αστυνομικά του καθήκοντα και να αμφιβάλλει για την εμπιστοσύνη όλων όσοι τον περιβάλλουν.",0,0,0,0,1,0,0,1,0,0,0,0
'Κυριακάτικο Ξύπνημα',"Μια νέα κοπέλα, η Μίνα, πρωί Κυριακής, πηγαίνει για μπάνιο. Αλλά στην παραλία δυο πιτσιρικάδες της κλέβουν την τσάντα, στην οποία υπάρχει ένα λαχείο. Οι πιτσιρικάδες το πουλάνε στον Αλέξη, έναν φτωχό μουσικό. Στην κλήρωση το λαχείο κερδίζει τον πρώτο αριθμό. Η Μίνα, που θα θυμηθεί τι αριθμό είχε το λαχείο, προσπαθεί να διεκδικήσει τα χρήματα, τα οποία όμως θα πάνε στον Αλέξη, ο οποίος είναι κάτοχος του δελτίου. Νιώθει συμπάθεια για τη Μίνα και θέλει να της δώσει το ένα τρίτο από τα κέρδη. Εκείνη δεν δέχεται, θέλει όλο το ποσό. Θέλει να προσφύγει στη δικαιοσύνη, αλλά ο έρωτας θα την ενώσει με τον Αλέξη.",0,1,0,0,0,1,0,0,0,0,0,0
'Αγώνες Πείνας',"Από τα ερείπια ενός μέρους που κάποτε ήταν γνωστό ως Βόρεια Αμερική, έχει αναδυθεί το έθνος της Πάνεμ και μια λαμπερή Κάπιτολ που περιβάλλεται από δώδεκα απομακρυσμένες επαρχίες. Η Κάπιτολ είναι σκληρή κι αμείλικτη και κρατά τις επαρχίες υπό τον έλεγχό της αναγκάζοντάς τις να στέλνουν από ένα αγόρι και ένα κορίτσι ηλικίας από δώδεκα μέχρι δεκαοχτώ για να συμμετάσχουν στους ετήσιους Αγώνες Πείνας, έναν αγώνα θανάτου που μεταδίδεται ζωντανά από την τηλεόραση. Για τη δεκαεξάχρονη Κάτνις Έβερντιν, που ζει μαζί με τη μητέρα και τη μικρότερη αδερφή της, η απόφαση της να πάρει εθελοντικά τη θέση της αδερφής της στους Αγώνες δεν διαφέρει και πολύ από μια θανατική ποινή. Όμως, η Κάτνις έχει φτάσει κι άλλη φορά κοντά στον θάνατο και η επιβίωση είναι δεύτερη φύση για εκείνη. Χωρίς να το επιδιώκει πραγματικά, διεκδικεί σοβαρά τη νίκη. Αλλά για να νικήσει, θα πρέπει να αρχίσει να κάνει επιλογές που φέρνουν σε σύγκρουση την επιβίωση με την ανθρωπιά και την αγάπη με τον έρωτα.",0,0,1,0,1,0,0,1,0,0,1,0
'Fast & Furious: Hobbs & Shaw',"Από τότε που ο Χομπς, πιστός πράκτορας της διπλωματικής υπηρεσίας ασφαλείας της Αμερικής, και ο παράνομος Σο, πρώην επίλεκτο μέλος του βρετανικού στρατού, ήρθαν αντιμέτωποι για πρώτη φορά το 2015, δεν έχουν σταματήσει οι συγκρούσεις μεταξύ τους, τα χτυπήματα κι ένας αγώνας για την επικράτηση του πιο δυνατού. Αλλά όταν ο κυβερνο-τροποποιημένος αναρχικός Μπρίξτον απειλεί τη συνέχιση της ανθρωπότητας -και επίσης τα βρίσκει με τη λαμπρή και ατρόμητη πράκτορα της MI6 που τυγχάνει να είναι και η αδερφή του Σο-, αυτοί οι δύο ορκωτοί εχθροί θα πρέπει να συνεργαστούν για να κερδίσουν τον μοναδικό τύπο που μπορεί να είναι πιο κακός και από τους δυο τους.",0,0,1,0,1,0,0,1,0,0,0,0
'Νήσος 2: Το Κυνήγι του Χαμένου Θησαυρού',"Ο Μπάμπης, ο Άγης και η Αφροδίτη εκτίουν τις ποινές τους. Η μοίρα τα φέρνει έτσι που δύο μόλις ημέρες πριν την αποφυλάκιση, Μπάμπης και Αφροδίτη γίνονται κατά λάθος μάρτυρες της εξομολόγησης ενός ετοιμοθάνατου βαρυποινίτη στον πάτερ Λάμπρο. Μαθαίνουν για την ύπαρξη ενός μεγάλου θησαυρού στο νησί, από τα χρόνια της τουρκοκρατίας, η θέση του οποίου υπάρχει σημειωμένη σε κάποιον χάρτη διαιρεμένο σε δύο κομμάτια.",0,0,0,1,0,0,0,0,0,0,0,0
'Game Night',"Οι εβδομαδιαίες του βραδιές παιχνιδιών του Μαξ και της Άνι με φιλικά ζευγάρια θα γίνουν ακόμη πιο ενδιαφέρουσες, όταν ο Μπρουκς, ο χαρισματικός αδερφός του Μαξ, θα οργανώσει ένα παιχνίδι μυστηρίου και φόνων, με ψεύτικους κακοποιούς και ομοσπονδιακούς πράκτορες. Ξαφνικά, όμως, ο Μπρουκς απαγάγεται. Είναι κι αυτό μέρος του παιχνιδιού; Καθώς οι έξι ανταγωνιστικοί παίκτες προσπαθούν να λύσουν το μυστήριο και να κερδίσουν, θα ανακαλύψουν πως ούτε το «παιχνίδι», ούτε και ο Μπρουκς είναι αυτό που φαίνονται. Κατά τη διάρκεια μιας χαοτικής βραδιάς, οι φίλοι θα βρεθούν έξω από τα νερά τους, καθώς οι ανατροπές διαδέχονται η μια την άλλη, οδηγώντας το παιχνίδι σε απροσδόκητες κατευθύνσεις. Χωρίς κανόνες, χωρίς σκορ και χωρίς καμία ιδέα για το ποιος είναι ο καθένας στο παιχνίδι, η βραδιά θα μπορούσε να εξελιχθεί στο πιο απολαυστικό τους παιχνίδι… ή απλά στο τελευταίο τους.",0,0,0,1,0,0,0,0,0,0,0,0
'Garfield 2',"Ο Γκάρφιλντ ακολουθεί το αφεντικό του στην Αγγλία. Οι Βρετανοί όμως θα μπερδέψουν τον γατούλη με μια βασιλική γάτα που έχει κληρονομήσει ένα παλάτι. Ο Γκάρφιλντ θα γευτεί μεταχείριση που αρμόζει σε έναν βασιλιά, όμως η ηγεμονία του θα βρεθεί γρήγορα σε κίνδυνο. Ο σατανικός λόρδος Ντάργκις είναι αποφασισμένος να αφανίσει τον γάτο, ώστε να μετατρέψει το κάστρο σε θέρετρο.",1,0,0,1,0,0,0,0,0,0,0,0
'Ο Στρατός του Μπαμπά',"1944 και ο Β` Παγκόσμιος Πόλεμος βρίσκεται στο απόγειο του. Οι σύμμαχοι εισβάλουν στη Γαλλία και το ηθικό είναι υψηλό. Αυτό δεν συμβαίνει όμως και στην εθνοφρουρά της παραλιακής περιοχής του Γουάμινγγκτον, υπό την ηγεσία του λοχαγού Μέινγουαρινγκ. Έτσι, η νέα αποστολή που τους ανατίθεται, να φυλάσσουν τη στρατιωτική βάση του Ντόβερ, είναι μια καλή ευκαιρία για να ανέβει το ηθικό και η αξιοπιστία τους, μέχρι που η γκλάμουρ δημοσιογράφος Ρόουζ Γουίντερς καταφτάνει για να καταγράψει τα χάλια τους. Τότε, η μυστική βρετανική υπηρεσία αντικατασκοπίας λαμβάνει σήμα απευθείας από το Βερολίνο και με αποδέκτη το Γουάμινγγκτον, αναφλέγοντας τις φήμες ύπαρξης κατασκόπου στη μονάδα. Κι ενώ ο πόλεμος είναι σε μια λεπτή κλωστή, οι βετεράνοι αναλαμβάνουν να καθαρίσουν την υπόθεση.",0,0,0,1,0,0,0,0,0,0,0,1
'Trespass',"Η θέση ενός πλούσιου παντρεμένου ζευγαριού, του Κάιλ και της Σάρα Μίτσελ, που βρίσκεται αιχμάλωτο μέσα στο σπίτι του για λύτρα, δυσχεραίνει ακόμα περισσότερο κατά τη διάρκεια μιας απρόσμενης αποκάλυψης που έχει να κάνει με προδοσία και απάτη.",0,0,0,0,0,0,0,1,0,0,0,0
'Μαντέλα: Ο Δρόμος προς την Ελευθερία',"Βιογραφία του Νέλσον Μαντέλα από τα χρόνια της νιότης του σε ένα επαρχιακό χωριό της Νότιας Αφρικής, σε εκείνα της πολυετούς φυλάκισης του για τις ιδέες του από το καθεστώς του Απαρτχάιντ, ως την εκλογή του ως πρώτου πρόεδρου της πρώτης δημοκρατικά εκλεγμένης κυβέρνησης της χώρας.",0,0,0,0,0,0,1,0,0,0,0,1
'Space Station 76',"Ο διαστημικός σταθμός 76 είναι ένας δορυφόρος ανεφοδιασμού κοντά σε μια εναλλακτική Γη του έτους 1976. Η υποπλοίαρχος Τζέσικα καταφτάνει εκεί, και άμεσα δείχνει ενθουσιασμό για την προβλεψιμότητα της κίνησης των αστεροειδών. Παρότι αρχικά το πλήρωμα δείχνει φιλικό, σύντομα η Τζέσικα παρατηρεί ότι η συμπεριφορά τους είναι προβληματική λόγω του στρες της απομόνωσης. Ανήμπορη να κάνει φίλους, απομονώνεται κι αυτή. Η ένταση κορυφώνονται κατά τον εορτασμό των Χριστουγέννων, ενώ την ίδια ώρα οι αστεροειδείς κινούνται απειλητικά.",0,1,0,0,0,0,0,0,0,0,1,0
'Ρισάλτο',"Ο Άρης είναι ένας νέος που ζει ανάμεσα σε δύο κόσμους. Από τη μία, ο επαγγελματικός του χώρος στον κόσμο του θεάματος που διψάει για λάμψη, χρήμα κι εξουσία. Από την άλλη, η ασφυκτική οικογένεια και η κρίση που έχει χτυπήσει τη χώρα και επιδεινώνει τις ανθρώπινες σχέσεις, που ούτως ή άλλως είναι περίπλοκες και τραυματικές. Ο πρωταγωνιστής προσπαθεί να βρει την ισορροπία του μέσα από τον έρωτα, αλλά κι αυτός τον προδίδει. Θα βρει τελικά τη διέξοδο;",0,1,0,0,0,0,0,0,0,0,0,0
'Λέο Ντα Βίντσι: Αποστολή Μόνα Λίζα',"Ο νεαρός Λεονάρντο Ντα Βίντσι είναι ένα χαρισματικό, ιδιοφυές αγόρι, γεμάτο όρεξη για δράση. Σχεδιάζει μια μηχανή που μπορεί να κινηθεί στο έδαφος, στον αέρα και στο νερό. Με τη μηχανή αυτή, φορώντας μια στολή κατάδυσης που έχει σχεδιάσει ο ίδιος και έχοντας στο πλευρό του τον πιστό του φίλο Λορέντζο και την αγαπημένη του, την Τζιοκόντα, ξεκινά το περιπετειώδες του ταξίδι.",1,0,1,0,0,0,0,0,0,0,0,0
"'Πού Χάθηκες, Μπερναντέτ'","Η Μπερναντέτ Φοξ τα έχει όλα: έναν τρυφερό σύζυγο, μια γλυκύτατη κόρη και μια υπέροχη ζωή. Το μόνο που λείπει από τη ζωή της είναι η περιπέτεια. Όταν η Μπερναντέτ εξαφανίζεται πριν από ένα προγραμματισμένο οικογενειακό ταξίδι στην Ανταρκτική, η 15χρονη κόρη της θα κάνει τα πάντα για να την εντοπίσει, ανακαλύπτοντας στην πορεία συγκλονιστικά στοιχεία από το παρελθόν της μητέρας της.",0,1,0,0,0,0,0,0,0,0,0,0
'Motherland',"Ένας ράπερ προσπαθεί με κάθε πιθανό τρόπο να επικοινωνήσει με τη νεκρή μητέρα του. Σ’ αυτή την παράλογη απαίτηση συναντά φανταστικούς χαρακτήρες, που όμως είναι αθάνατοι.",0,0,0,0,0,0,0,0,0,1,0,0
'Εκτός Χρόνου',"Ο Ματ Λι Γουίτλοκ είναι ο αρχηγός της αστυνομίας στη μικρή φιλήσυχη πόλη του Μπάνιαν Κι, στην πολιτεία της Φλόριντα. Οι συνάδελφοί του τον εκτιμούν και η κοινότητα μοιάζει να τον αγαπά. Όταν όμως μια διπλή δολοφονία συγκλονίζει τη μικρή πόλη, τα πράγματα αρχίζουν να αποκαλύπτουν διαφορετικές πτυχές, όταν ο Ματ αρχίζει να ερευνά την υπόθεση. Καθώς το μυστήριο πυκνώνει, αυτοί που ο Ματ θεωρούσε μέχρι πρότινος φίλους μοιάζουν να κινούνται από δικά τους σκοτεινά κίνητρα, και καθώς η υπόθεση μπλέκεται όλο και περισσότερο, ακόμα και ο ίδιος μοιάζει να εμπλέκεται στην ιστορία της μυστηριώδους δολοφονίας. Τώρα, ο Ματ από άνθρωπος υπεράνω υποψίας θα πρέπει να αποδείξει τη δική του αθωότητα, και για να το καταφέρει θα πρέπει να παραμείνει δυο βήματα μπροστά από τις έρευνες της αστυνομίας, τρέχοντας σε μια αγωνιώδη κούρσα ενάντια στον χρόνο.",0,0,0,0,0,0,0,1,0,0,0,0
'Η Ευνοούμενη',"Αρχές του 18ου αιώνα. Η Αγγλία βρίσκεται σε πόλεμο με τους Γάλλους. Παρόλα αυτά, οι αγώνες πάπιας και η κατανάλωση ανανά βρίσκονται στο απόγειό τους. Η φιλάσθενη βασίλισσα Αν βρίσκεται στον θρόνο, και η στενή της φίλη λαίδη Σάρα κυβερνά τη χώρα στη θέση της, ενώ ταυτόχρονα φροντίζει για την υγεία της Αν και το απρόβλεπτο ταμπεραμέντο της. Όταν μια νέα υπηρέτρια, η Άμπιγκεϊλ, φτάνει, η γοητεία της την κάνει αμέσως αγαπητή στη Σάρα. Η Σάρα την παίρνει υπό την προστασία της και η Άμπιγκεϊλ βρίσκει μια ευκαιρία να επιστρέψει στις αριστοκρατικές της ρίζες. Καθώς οι τακτικές του πολέμου καταναλώνουν όλο τον χρόνο της Σάρα, η Άμπιγκεϊλ παίρνει τη θέση της ως η συντροφιά της βασίλισσας. Η φιλία τους της δίνει την ευκαιρία να κάνει πραγματικότητα τις φιλοδοξίες της και δεν θα αφήσει καμία γυναίκα, καμία πολιτική και κανένα κουνέλι να σταθούν εμπόδιο στο δρόμο της…",0,1,0,0,0,0,0,0,0,0,0,1
'Το Πάρτι του Αποχαιρετισμού',"Μια παρέα γηραιών φίλων σε γηροκομείο της Ιερουσαλήμ καταφέρνει να κατασκευάσει ένα μηχάνημα που προκαλεί ευθανασία, ώστε να βοηθήσουν έναν φίλο τους που βρίσκεται στα πρόθυρα του θανάτου και υποφέρει. Όταν οι φήμες για την ύπαρξη αυτού του μηχανήματος αρχίζουν να διαδίδονται, όλο και περισσότεροι άνθρωποι εμφανίζονται και παρακαλούν για βοήθεια, αφήνοντας την παρέα να αντιμετωπίσει το μεγάλο ηθικό δίλημμα.",0,1,0,0,0,0,0,0,0,0,0,0
'Η Μεγάλη Κακιά Αλεπού και Άλλες Ιστορίες',"H ζωή στην ύπαιθρο δεν είναι πάντα τόσο ειρηνική και ήσυχη. Ειδικά σε αυτή τη φάρμα που μια αλεπού κάνει τη… μαμά σε μια ομάδα από κοτοπουλάκια, ένα κουνέλι νομίζει ότι  είναι πελαργός και μια πάπια θέλει να γίνει ο Άγιος Βασίλης. Αν λοιπόν νομίζετε ότι η ζωή στην φάρμα είναι απλή… σκεφτείτε το ξανά!",1,0,0,1,0,0,0,0,0,0,0,0
'Η Καμαριέρα',"Η Μαρίζα Βεντούρα, μια νεαρή ανύπαντρη μητέρα από το Μπρονξ, δουλεύει σκληρά ως καμαριέρα σε ένα πολυτελές ξενοδοχείο του Μανχάταν, προσπαθώντας να εξασφαλίσει μια καλύτερη ζωή για κείνη και τον δεκάχρονο γιο της. Εξαιτίας μιας διαβολικής παρεξήγησης, ένας γοητευτικός ανερχόμενος πολιτικός, ένοικος του ξενοδοχείου, την ερωτεύεται, θεωρώντας τη μέλος της υψηλής κοινωνίας. Όταν η αλήθεια αποκαλυφθεί, ο αμοιβαίος τους έρωτας θα πρέπει να ξεπεράσει πολλά εμπόδια.",0,1,0,0,0,1,0,0,0,0,0,0
'Το Τελευταίο Κόλπο',"Ο Μαξ έχει στο ενεργητικό του τις μεγαλύτερες ληστείες. Έχει αδυναμία στα ακριβά κοσμήματα, ολοκληρώνει όλες τις δουλειές του αθόρυβα και είναι άψογος επαγγελματίας. Κάποια στιγμή, όμως, αποφασίζει να απομονωθεί μαζί με τη συνεργάτιδά του, Λόλα, σε ένα νησί της Καραϊβικής και να διαγράψει το παρελθόν του. Κάθε του κίνηση όμως καταγράφεται από τον Σταν, έναν πράκτορα του FBI, ο οποίος έχει ανοιχτούς λογαριασμούς από παλιά και πιστεύει ότι ο Μαξ σύντομα θα επιστρέψει στο “χόμπι” του. Και έχει δίκιο.",0,0,0,1,1,0,0,0,0,0,0,0
'Χαραυγή: Μέρος 2',"Στο πέμπτο και τελευταίο μέρος της εποποιίας Λυκόφως, παρακολουθούμε την προσαρμογή της Μπέλα στη νέα της ζωή ως βαμπίρ, καθώς και τη μεταμόρφωσή της από τον πιο αδύναμο κρίκο σε κυρίαρχο του παιχνιδιού. Την εμφάνισή της θα κάνει για πρώτη φορά και η δεκάχρονη Μακένζι Φόι με την ξεχωριστή της ομορφιά, ως το «αθάνατο παιδί» της Μπέλα και του Έντουαρντ. Η μικρή Ρενεσμέ με τη μοναδικότητά της θα ανατρέψει τις ισορροπίες, φέρνοντας τους Κάλεν αντιμέτωπους με τους Βολτούρι, και θα σημάνει μια απρόσμενη και σοκαριστική εξέλιξη για τον λυκάνθρωπο Τζέικομπ Μπλακ.",0,0,1,0,0,1,0,0,0,1,0,0
'Πόθος',"Ο Άριελ, ένας ευκατάστατος πενηντάρης εργένης, λαμβάνει ένα τηλεφώνημα από την πρώην κοπέλα του από την εποχή που ήταν φοιτητές. Έχει να του πει δυο απίστευτα νέα: πρώτον, πως όταν χώρισαν είκοσι χρόνια πριν, εκείνη ήταν έγκυος και κράτησε το παιδί, ένα πανέμορφο αγόρι. Το δεύτερο, θα κάνει τον Άριελ να εξερευνήσει μυστικές πτυχές πατρότητας που θα αλλάξουν τη ζωή του για πάντα.",0,1,0,0,0,0,0,0,0,0,0,0
'Η Δασκάλα',"1983, σε προάστιο της Μπρατισλάβας. Από την άφιξη της νέας δασκάλας, της Μαρία Ντζατζέτσοβα, η ζωή στο σχολείο έχει πάρει τα πάνω-κάτω για μαθητές και γονείς. Η απόδειξη για διεφθαρμένη συμπεριφορά της δασκάλας και η η απόπειρα αυτοκτονίας ενός μαθητή που μπορεί να σχετίζεται με το θέμα της δασκάλας, κάνει τον διευθυντή να καλέσει τους γονείς για επείγον συμβούλιο, το οποίο οξύνει την κατάσταση. Οι γονείς ζητούνται να υπογράψουν να απομακρυνθεί η Δις Ντζατζέτσοβα από το σχολείο. Αλλά η δασκάλα είναι βαθιά δικτυωμένη μέσα στο κομουνιστικό κόμμα, κι αυτό κάνει τους πάντες να τρομοκρατούνται.",0,1,0,0,0,0,0,0,0,0,0,1
'Η Μαγική Ομπρέλα',"Ο Ρόμπερτ Γκοφ Τράβερς ήταν ένας τραπεζίτης που περίπεσε στον αλκοολισμό, καθώς τα οικονομικά προβλήματα συσσωρεύονταν. Η κόρη του, η Π.Λ. Τράβερς, φρόντιζε τον πατέρα της, και αυτή η συναισθηματική φόρτωση τής έφερε έμπνευση για συγγραφή. Το βιβλίο της, «Μαίρη Πόπινς», έκανε επιτυχία, αλλά η Τράβερς ήταν απρόθυμη όταν ο Γουολτ Ντίσνεϊ εξέφρασε τη θέληση να το κάνει ταινία. Περισσότερο επειδή η ιστορία ήταν πολύ προσωπική και περιείχε δυσκολίες από τη δική της ζωή και τη σχέση με τον πατέρα της. Παρότι η ταινία έγινε μια τεράστια επιτυχία, αυτή συνέχισε να έχει ενδοιασμούς, κυρίως για την παρεμβολή κινουμένων σχεδίων ανά σκηνές, κάνοντας τη να μην πουλήσει ποτέ ξανά στον Ντίσνεϊ δικαιώματα από άλλη της δουλειά. Με επίκεντρο το 1961 και με φλας-μπακ στα παιδικά της χρόνια της συγγραφέως στο Κουίνσλαντ της Αυστραλίας, το 1907, αυτή είναι η διαδρομή της δημιουργίας της μεγαλύτερης “ζωντανής” επιτυχίας του Ντίσνεϊ.",0,1,0,0,0,0,1,0,0,0,0,1
'Ερωτική Χημεία',"Ο Ντάγκλας Βάρνεϊ είναι ένας φιλήσυχος και καθωσπρέπει φαρμακοποιός σε μια μικρή πόλη. Η ζωή του δεν του παρέχει κάποια απόλαυση, αφού είναι δέσμιος σε έναν γάμο με μια γυναίκα, την Κάρα, που δεν αγαπά. Όλα αλλάζουν όταν γνωρίζει την Ελίζαμπεθ Ρόμπερτς, μια παντρεμένη πελάτισσα του μαγαζιού του. Οι δυο τους θα ξεκινήσουν μια παθιασμένη σχέση. Τα πράγματα βγαίνουν εκτός ελέγχου, όμως, όταν αυτή του ζητάει να δολοφονήσει τον άντρα της.",0,1,0,0,0,0,0,0,0,0,0,0
'Μάγια η Μέλισσα: Η Ταινία',"Η μελισσούλα Μάγια μπορεί να βγήκε μόλις απ’ το αυγό της, αλλά είναι ένας μικρός σίφουνας και σε καμία περίπτωση δεν θέλει να υπακούσει στους κανόνες της κυψέλης. Ένας από τους κανόνες αυτούς είναι να μην εμπιστεύεται τις σφήκες που ζουν πέρα από το λιβάδι. Όταν κάποιος κλέβει τον βασιλικό πολτό, όλες οι υποψίες πέφτουν στις σφήκες, και η Μάγια μπαίνει στο στόχαστρο ως συνεργός τους. Κανείς δεν πιστεύει ότι είναι ένα αθώο θύμα και κανείς δεν της συμπαραστέκεται, εκτός από τον καλόκαρδο φίλο της, τον Βίλυ. Αυτό που απομένει για τους δύο φίλους είναι ένα μεγάλο και περιπετειώδες ταξίδι στην κυψέλη των σφηκών.",1,0,1,1,0,0,0,0,0,0,0,0
'Τα Πλεονεκτήματα τού να Είσαι στο Περιθώριο',"Ο ευφυής και σκεπτικός 15χρονος Τσάρλι προσπαθεί να προσαρμοστεί στο λύκειο και καταλήγει μέλος μιας παρέας τελειοφοίτων, ανάμεσα στους οποίους είναι ο πνευματώδης και γεμάτος αυτοπεποίθηση Πάτρικ, καθώς και η όμορφη Σαμ. Οι νέοι του φίλοι τον ενθαρρύνουν να βγει από το καβούκι του και τον εισαγάγουν στην μουσική, στον κινηματογράφο, στο The Rocky Horror Picture Show και, τελικά, στον έρωτα.",0,0,0,0,0,1,1,0,0,0,0,0
